PARTITION,NODELIST,CPUS,MEMORY,GRES,STATE,AVAIL_FEATURES
sched_mit_nse,node613,32,128000,(null),idle,node613,centos7
sched_mit_nse,node614,32,128000,(null),idle,node614,centos7
sched_mit_nse,node615,32,128000,(null),idle,node615,centos7
sched_mit_emiliob,node616,32,128000,(null),idle,node616,centos7
sched_mit_emiliob,node617,32,128000,(null),idle,node617,centos7
sched_mit_emiliob,node618,32,128000,(null),idle,node618,centos7
sched_any_quicktest*,node145,16,64000,gpu:1,drained,node145,centos7
sched_any_quicktest*,node279,20,64000,(null),idle,node279,centos7
sched_any,node087,16,64000,gpu:1,mixed,node087,centos7
sched_any,node122,16,64000,(null),mixed,node122,centos7
sched_any,node161,16,64000,gpu:1,mixed,node161,centos7
sched_any,node170,16,64000,gpu:1,mixed,node170,centos7
sched_any,node235,48,128000,gpu:8,mixed,node235,centos7
sched_bu_rebbi,node124,16,64000,(null),drained,node124,centos7
sched_bu_rebbi,node073,16,64000,gpu:1,mixed,node073,centos7
sched_bu_rebbi,node113,16,64000,(null),mixed,node113,centos7
sched_bu_rebbi,node114,16,64000,(null),mixed,node114,centos7
sched_bu_rebbi,node116,16,64000,(null),mixed,node116,centos7
sched_bu_rebbi,node117,16,64000,(null),mixed,node117,centos7
sched_bu_rebbi,node122,16,64000,(null),mixed,node122,centos7
sched_bu_rebbi,node125,16,64000,(null),mixed,node125,centos7
sched_bu_rebbi,node126,16,64000,(null),mixed,node126,centos7
sched_bu_rebbi,node131,16,64000,(null),mixed,node131,centos7
sched_bu_rebbi,node133,16,64000,(null),mixed,node133,centos7
sched_bu_rebbi,node135,16,64000,(null),mixed,node135,centos7
sched_bu_rebbi,node136,16,64000,(null),mixed,node136,centos7
sched_bu_rebbi,node137,16,64000,(null),mixed,node137,centos7
sched_bu_rebbi,node139,16,64000,(null),mixed,node139,centos7
sched_bu_rebbi,node143,16,64000,(null),mixed,node143,centos7
sched_bu_rebbi,node144,16,64000,(null),mixed,node144,centos7
sched_bu_rebbi,node146,16,64000,gpu:1,mixed,node146,centos7
sched_bu_rebbi,node149,16,64000,gpu:1,mixed,node149,centos7
sched_bu_rebbi,node152,16,64000,gpu:1,mixed,node152,centos7
sched_bu_rebbi,node154,16,64000,gpu:1,mixed,node154,centos7
sched_bu_rebbi,node156,16,64000,gpu:1,mixed,node156,centos7
sched_bu_rebbi,node158,16,64000,gpu:1,mixed,node158,centos7
sched_bu_rebbi,node159,16,64000,gpu:1,mixed,node159,centos7
sched_bu_rebbi,node160,16,64000,gpu:1,mixed,node160,centos7
sched_bu_rebbi,node161,16,64000,gpu:1,mixed,node161,centos7
sched_bu_rebbi,node168,16,64000,gpu:1,mixed,node168,centos7
sched_bu_rebbi,node169,16,64000,gpu:1,mixed,node169,centos7
sched_bu_rebbi,node170,16,64000,gpu:1,mixed,node170,centos7
sched_bu_rebbi,node172,16,64000,gpu:1,mixed,node172,centos7
sched_bu_rebbi,node173,16,64000,gpu:1,mixed,node173,centos7
sched_bu_rebbi,node177,16,64000,gpu:1,mixed,node177,centos7
sched_bu_rebbi-gputest,node073,16,64000,gpu:1,mixed,node073,centos7
sched_bu_moc,node124,16,64000,(null),drained,node124,centos7
sched_bu_moc,node122,16,64000,(null),mixed,node122,centos7
sched_bu_moc,node125,16,64000,(null),mixed,node125,centos7
sched_bu_moc,node126,16,64000,(null),mixed,node126,centos7
sched_engaging_default,node124,16,64000,(null),drained,node124,centos7
sched_engaging_default,node073,16,64000,gpu:1,mixed,node073,centos7
sched_engaging_default,node113,16,64000,(null),mixed,node113,centos7
sched_engaging_default,node114,16,64000,(null),mixed,node114,centos7
sched_engaging_default,node116,16,64000,(null),mixed,node116,centos7
sched_engaging_default,node117,16,64000,(null),mixed,node117,centos7
sched_engaging_default,node122,16,64000,(null),mixed,node122,centos7
sched_engaging_default,node125,16,64000,(null),mixed,node125,centos7
sched_engaging_default,node126,16,64000,(null),mixed,node126,centos7
sched_engaging_default,node131,16,64000,(null),mixed,node131,centos7
sched_engaging_default,node133,16,64000,(null),mixed,node133,centos7
sched_engaging_default,node135,16,64000,(null),mixed,node135,centos7
sched_engaging_default,node136,16,64000,(null),mixed,node136,centos7
sched_engaging_default,node137,16,64000,(null),mixed,node137,centos7
sched_engaging_default,node139,16,64000,(null),mixed,node139,centos7
sched_engaging_default,node143,16,64000,(null),mixed,node143,centos7
sched_engaging_default,node144,16,64000,(null),mixed,node144,centos7
sched_engaging_default,node146,16,64000,gpu:1,mixed,node146,centos7
sched_engaging_default,node149,16,64000,gpu:1,mixed,node149,centos7
sched_engaging_default,node152,16,64000,gpu:1,mixed,node152,centos7
sched_engaging_default,node154,16,64000,gpu:1,mixed,node154,centos7
sched_engaging_default,node156,16,64000,gpu:1,mixed,node156,centos7
sched_engaging_default,node158,16,64000,gpu:1,mixed,node158,centos7
sched_engaging_default,node159,16,64000,gpu:1,mixed,node159,centos7
sched_engaging_default,node160,16,64000,gpu:1,mixed,node160,centos7
sched_engaging_default,node161,16,64000,gpu:1,mixed,node161,centos7
sched_engaging_default,node168,16,64000,gpu:1,mixed,node168,centos7
sched_engaging_default,node169,16,64000,gpu:1,mixed,node169,centos7
sched_engaging_default,node170,16,64000,gpu:1,mixed,node170,centos7
sched_engaging_default,node172,16,64000,gpu:1,mixed,node172,centos7
sched_engaging_default,node173,16,64000,gpu:1,mixed,node173,centos7
sched_engaging_default,node177,16,64000,gpu:1,mixed,node177,centos7
sched_mit_hill,node124,16,64000,(null),drained,node124,centos7
sched_mit_hill,node073,16,64000,gpu:1,mixed,node073,centos7
sched_mit_hill,node113,16,64000,(null),mixed,node113,centos7
sched_mit_hill,node114,16,64000,(null),mixed,node114,centos7
sched_mit_hill,node116,16,64000,(null),mixed,node116,centos7
sched_mit_hill,node117,16,64000,(null),mixed,node117,centos7
sched_mit_hill,node122,16,64000,(null),mixed,node122,centos7
sched_mit_hill,node125,16,64000,(null),mixed,node125,centos7
sched_mit_hill,node126,16,64000,(null),mixed,node126,centos7
sched_mit_hill,node131,16,64000,(null),mixed,node131,centos7
sched_mit_hill,node133,16,64000,(null),mixed,node133,centos7
sched_mit_hill,node135,16,64000,(null),mixed,node135,centos7
sched_mit_hill,node136,16,64000,(null),mixed,node136,centos7
sched_mit_hill,node137,16,64000,(null),mixed,node137,centos7
sched_mit_hill,node139,16,64000,(null),mixed,node139,centos7
sched_mit_hill,node143,16,64000,(null),mixed,node143,centos7
sched_mit_hill,node144,16,64000,(null),mixed,node144,centos7
sched_mit_hill,node146,16,64000,gpu:1,mixed,node146,centos7
sched_mit_hill,node149,16,64000,gpu:1,mixed,node149,centos7
sched_mit_hill,node152,16,64000,gpu:1,mixed,node152,centos7
sched_mit_hill,node154,16,64000,gpu:1,mixed,node154,centos7
sched_mit_hill,node156,16,64000,gpu:1,mixed,node156,centos7
sched_mit_hill,node158,16,64000,gpu:1,mixed,node158,centos7
sched_mit_hill,node159,16,64000,gpu:1,mixed,node159,centos7
sched_mit_hill,node160,16,64000,gpu:1,mixed,node160,centos7
sched_mit_hill,node161,16,64000,gpu:1,mixed,node161,centos7
sched_mit_hill,node168,16,64000,gpu:1,mixed,node168,centos7
sched_mit_hill,node169,16,64000,gpu:1,mixed,node169,centos7
sched_mit_hill,node170,16,64000,gpu:1,mixed,node170,centos7
sched_mit_hill,node172,16,64000,gpu:1,mixed,node172,centos7
sched_mit_hill,node173,16,64000,gpu:1,mixed,node173,centos7
sched_mit_hill,node177,16,64000,gpu:1,mixed,node177,centos7
sched_mit_hill,node235,48,128000,gpu:8,mixed,node235,centos7
sched_mit_hill,node331,20,63000,(null),mixed,node331,centos7
sched_mit_hill,node332,20,63000,(null),mixed,node332,centos7
sched_mit_hill,node333,20,63000,(null),mixed,node333,centos7
sched_mit_hill,node334,20,63000,(null),mixed,node334,centos7
sched_mit_hill,node335,20,63000,(null),mixed,node335,centos7
sched_mit_hill,node336,20,63000,(null),mixed,node336,centos7
sched_mit_hill,node337,20,63000,(null),mixed,node337,centos7
sched_mit_hill,node360,20,63000,(null),mixed,node360,centos7
sched_mit_hill,node361,20,63000,(null),mixed,node361,centos7
sched_mit_hill,node363,20,63000,(null),mixed,node363,centos7
sched_mit_hill,node364,20,63000,(null),mixed,node364,centos7
sched_mit_hill,node365,20,63000,(null),mixed,node365,centos7
sched_mit_hill,node366,20,63000,(null),mixed,node366,centos7
sched_mit_hill,node367,20,63000,(null),mixed,node367,centos7
sched_mit_hill,node368,20,63000,(null),mixed,node368,centos7
sched_mit_hill,node369,20,63000,(null),mixed,node369,centos7
sched_mit_hill,node370,20,63000,(null),mixed,node370,centos7
sched_mit_hill,node371,20,63000,(null),mixed,node371,centos7
sched_mit_hill,node372,20,63000,(null),mixed,node372,centos7
sched_mit_hill,node373,20,63000,(null),mixed,node373,centos7
sched_mit_hill,node374,20,63000,(null),mixed,node374,centos7
sched_mit_hill,node375,20,63000,(null),mixed,node375,centos7
sched_mit_hill,node376,20,63000,(null),mixed,node376,centos7
sched_mit_hill,node379,20,63000,(null),mixed,node379,centos7
sched_mit_hill,node380,20,63000,(null),mixed,node380,centos7
sched_mit_hill,node381,20,63000,(null),mixed,node381,centos7
sched_mit_hill,node383,20,63000,(null),mixed,node383,centos7
sched_mit_hill,node384,20,63000,(null),mixed,node384,centos7
sched_mit_hill,node385,20,63000,(null),mixed,node385,centos7
sched_mit_hill,node386,20,63000,(null),mixed,node386,centos7
sched_mit_hill,node387,20,63000,(null),mixed,node387,centos7
sched_mit_hill,node388,20,63000,(null),mixed,node388,centos7
sched_mit_hill,node389,20,63000,(null),mixed,node389,centos7
sched_mit_hill,node967,28,64000,(null),mixed,node967,centos7
sched_mit_hill,node968,28,64000,(null),mixed,node968,centos7
sched_mit_darwin,node213,16,64000,(null),drained,node213,centos7
sched_mit_darwin,node416,24,128000,(null),mixed,node416,centos7
sched_mit_darwin,node418,24,128000,(null),mixed,node418,centos7
sched_mit_darwin,node205,16,64000,(null),allocated,node205,centos7
sched_mit_darwin,node206,16,64000,(null),allocated,node206,centos7
sched_mit_darwin,node209,16,64000,(null),allocated,node209,centos7
sched_mit_darwin,node212,16,64000,(null),allocated,node212,centos7
sched_mit_darwin,node199,16,64000,(null),idle,node199,centos7
sched_mit_darwin,node200,16,64000,(null),idle,node200,centos7
sched_mit_darwin,node201,16,64000,(null),idle,node201,centos7
sched_mit_darwin,node202,16,64000,(null),idle,node202,centos7
sched_mit_darwin,node203,16,64000,(null),idle,node203,centos7
sched_mit_darwin,node207,16,64000,(null),idle,node207,centos7
sched_mit_darwin,node210,16,64000,(null),idle,node210,centos7
sched_mit_darwin,node211,16,64000,(null),idle,node211,centos7
sched_mit_darwin,node215,16,64000,(null),idle,node215,centos7
sched_mit_darwin,node414,24,128000,(null),idle,node414,centos7
sched_mit_darwin,node415,24,128000,(null),idle,node415,centos7
sched_mit_darwin,node417,24,128000,(null),idle,node417,centos7
sched_mit_darwin,node419,24,128000,(null),idle,node419,centos7
sched_mit_darwin2,node690,28,128000,(null),mixed,node690,centos7
sched_mit_darwin2,node691,28,128000,(null),mixed,node691,centos7
sched_mit_darwin2,node692,28,128000,(null),mixed,node692,centos7
sched_mit_darwin2,node693,28,128000,(null),mixed,node693,centos7
sched_mit_darwin2,node694,28,128000,(null),mixed,node694,centos7
sched_mit_darwin2,node695,28,128000,(null),mixed,node695,centos7
sched_mit_darwin2,node696,28,128000,(null),mixed,node696,centos7
sched_mit_darwin2,node697,28,128000,(null),mixed,node697,centos7
sched_mit_darwin2,node698,28,128000,(null),mixed,node698,centos7
sched_mit_darwin2,node699,28,128000,(null),mixed,node699,centos7
sched_mit_darwin2,node700,28,128000,(null),mixed,node700,centos7
sched_mit_darwin2,node701,28,128000,(null),mixed,node701,centos7
sched_mit_darwin2,node704,28,128000,(null),mixed,node704,centos7
sched_mit_darwin2,node705,28,128000,(null),mixed,node705,centos7
sched_mit_darwin2,node706,28,128000,(null),mixed,node706,centos7
sched_mit_darwin2,node707,28,128000,(null),mixed,node707,centos7
sched_mit_darwin2,node708,28,128000,(null),mixed,node708,centos7
sched_mit_darwin2,node709,28,128000,(null),mixed,node709,centos7
sched_mit_darwin2,node734,28,128000,(null),mixed,node734,centos7
sched_mit_darwin2,node735,28,128000,(null),mixed,node735,centos7
sched_mit_darwin2,node736,28,128000,(null),mixed,node736,centos7
sched_mit_darwin2,node737,28,128000,gpu:2,mixed,node737,centos7
sched_mit_darwin2,node738,28,128000,gpu:2,mixed,node738,centos7
sched_mit_darwin2,node739,28,128000,gpu:2,mixed,node739,centos7
sched_mit_darwin2,node621,28,128000,(null),idle,node621,centos7
sched_mit_darwin2,node623,28,128000,(null),idle,node623,centos7
sched_mit_darwin2,node624,28,128000,(null),idle,node624,centos7
sched_mit_darwin2,node625,28,128000,(null),idle,node625,centos7
sched_mit_darwin2,node626,28,128000,(null),idle,node626,centos7
sched_mit_darwin2,node627,28,128000,(null),idle,node627,centos7
sched_mit_darwin2,node628,28,128000,(null),idle,node628,centos7
sched_mit_darwin2,node629,28,128000,(null),idle,node629,centos7
sched_mit_darwin2,node631,28,128000,(null),idle,node631,centos7
sched_mit_darwin2,node632,28,128000,(null),idle,node632,centos7
sched_mit_darwin2,node633,28,128000,(null),idle,node633,centos7
sched_mit_darwin2,node634,28,128000,(null),idle,node634,centos7
sched_mit_darwin2,node635,28,128000,(null),idle,node635,centos7
sched_mit_darwin2,node636,28,128000,(null),idle,node636,centos7
sched_mit_darwin2,node637,28,128000,(null),idle,node637,centos7
sched_mit_darwin2,node639,28,128000,(null),idle,node639,centos7
sched_mit_darwin2,node640,28,128000,(null),idle,node640,centos7
sched_mit_darwin2,node641,28,128000,(null),idle,node641,centos7
sched_mit_darwin2,node642,28,128000,(null),idle,node642,centos7
sched_mit_darwin2,node644,28,128000,(null),idle,node644,centos7
sched_mit_darwin2,node645,28,128000,(null),idle,node645,centos7
sched_mit_darwin2,node646,28,128000,(null),idle,node646,centos7
sched_mit_darwin2,node647,28,128000,(null),idle,node647,centos7
sched_mit_darwin2,node648,28,128000,(null),idle,node648,centos7
sched_mit_darwin2,node649,28,128000,(null),idle,node649,centos7
sched_mit_darwin2,node650,28,128000,(null),idle,node650,centos7
sched_mit_darwin2,node651,28,128000,(null),idle,node651,centos7
sched_mit_darwin2,node652,28,128000,(null),idle,node652,centos7
sched_mit_darwin2,node653,28,128000,(null),idle,node653,centos7
sched_mit_darwin2,node654,28,128000,(null),idle,node654,centos7
sched_mit_darwin2,node655,28,128000,(null),idle,node655,centos7
sched_mit_darwin2,node656,28,128000,(null),idle,node656,centos7
sched_mit_darwin2,node657,28,128000,(null),idle,node657,centos7
sched_mit_darwin2,node658,28,128000,(null),idle,node658,centos7
sched_mit_darwin2,node659,28,128000,(null),idle,node659,centos7
sched_mit_darwin2,node660,28,128000,(null),idle,node660,centos7
sched_mit_darwin2,node662,28,128000,(null),idle,node662,centos7
sched_mit_darwin2,node663,28,128000,(null),idle,node663,centos7
sched_mit_darwin2,node664,28,128000,(null),idle,node664,centos7
sched_mit_darwin2,node665,32,128000,(null),idle,node665,centos7
sched_mit_darwin2,node667,32,128000,(null),idle,node667,centos7
sched_mit_darwin2,node669,28,128000,(null),idle,node669,centos7
sched_mit_darwin2,node670,28,128000,(null),idle,node670,centos7
sched_mit_darwin2,node671,28,128000,(null),idle,node671,centos7
sched_mit_darwin2,node672,28,128000,(null),idle,node672,centos7
sched_mit_darwin2,node674,28,128000,(null),idle,node674,centos7
sched_mit_darwin2,node676,28,128000,(null),idle,node676,centos7
sched_mit_darwin2,node677,28,128000,(null),idle,node677,centos7
sched_mit_darwin2,node678,28,128000,(null),idle,node678,centos7
sched_mit_darwin2,node680,28,128000,(null),idle,node680,centos7
sched_mit_darwin2,node681,28,128000,(null),idle,node681,centos7
sched_mit_darwin2,node682,28,128000,(null),idle,node682,centos7
sched_mit_darwin2,node684,28,128000,(null),idle,node684,centos7
sched_mit_darwin2,node685,28,128000,(null),idle,node685,centos7
sched_mit_darwin2,node686,28,128000,(null),idle,node686,centos7
sched_mit_darwin2,node687,28,128000,(null),idle,node687,centos7
sched_mit_darwin2,node688,28,128000,(null),idle,node688,centos7
sched_mit_darwin2,node702,28,128000,(null),idle,node702,centos7
sched_mit_darwin2,node710,28,128000,(null),idle,node710,centos7
sched_mit_darwin2,node712,28,128000,(null),idle,node712,centos7
sched_mit_darwin2,node713,28,128000,(null),idle,node713,centos7
sched_mit_darwin2,node714,28,128000,(null),idle,node714,centos7
sched_mit_darwin2,node715,28,128000,(null),idle,node715,centos7
sched_mit_darwin2,node716,28,128000,(null),idle,node716,centos7
sched_mit_darwin2,node718,28,128000,(null),idle,node718,centos7
sched_mit_darwin2,node720,28,128000,(null),idle,node720,centos7
sched_mit_darwin2,node722,28,128000,(null),idle,node722,centos7
sched_mit_darwin2,node723,28,128000,(null),idle,node723,centos7
sched_mit_darwin2,node724,28,128000,(null),idle,node724,centos7
sched_mit_darwin2,node726,28,128000,(null),idle,node726,centos7
sched_mit_darwin2,node728,28,128000,(null),idle,node728,centos7
sched_mit_darwin2,node730,28,128000,(null),idle,node730,centos7
sched_mit_darwin2,node732,28,128000,(null),idle,node732,centos7
sched_mit_darwin2,node740,28,128000,gpu:2,idle,node740,centos7
sched_mit_darwin2,node741,28,128000,gpu:2,idle,node741,centos7
sched_mit_darwin2,node753,28,128000,gpu:2,idle,node753,centos7
sched_mit_darwin2,node754,28,128000,gpu:2,idle,node754,centos7
sched_mit_darwin2,node756,28,128000,gpu:2,idle,node756,centos7
sched_mit_redwine,node124,16,64000,(null),drained,node124,centos7
sched_mit_redwine,node073,16,64000,gpu:1,mixed,node073,centos7
sched_mit_redwine,node113,16,64000,(null),mixed,node113,centos7
sched_mit_redwine,node114,16,64000,(null),mixed,node114,centos7
sched_mit_redwine,node116,16,64000,(null),mixed,node116,centos7
sched_mit_redwine,node117,16,64000,(null),mixed,node117,centos7
sched_mit_redwine,node122,16,64000,(null),mixed,node122,centos7
sched_mit_redwine,node125,16,64000,(null),mixed,node125,centos7
sched_mit_redwine,node126,16,64000,(null),mixed,node126,centos7
sched_mit_redwine,node131,16,64000,(null),mixed,node131,centos7
sched_mit_redwine,node133,16,64000,(null),mixed,node133,centos7
sched_mit_redwine,node135,16,64000,(null),mixed,node135,centos7
sched_mit_redwine,node136,16,64000,(null),mixed,node136,centos7
sched_mit_redwine,node137,16,64000,(null),mixed,node137,centos7
sched_mit_redwine,node139,16,64000,(null),mixed,node139,centos7
sched_mit_redwine,node143,16,64000,(null),mixed,node143,centos7
sched_mit_redwine,node144,16,64000,(null),mixed,node144,centos7
sched_mit_redwine,node146,16,64000,gpu:1,mixed,node146,centos7
sched_mit_redwine,node149,16,64000,gpu:1,mixed,node149,centos7
sched_mit_redwine,node152,16,64000,gpu:1,mixed,node152,centos7
sched_mit_redwine,node154,16,64000,gpu:1,mixed,node154,centos7
sched_mit_redwine,node156,16,64000,gpu:1,mixed,node156,centos7
sched_mit_redwine,node158,16,64000,gpu:1,mixed,node158,centos7
sched_mit_redwine,node159,16,64000,gpu:1,mixed,node159,centos7
sched_mit_redwine,node160,16,64000,gpu:1,mixed,node160,centos7
sched_mit_redwine,node161,16,64000,gpu:1,mixed,node161,centos7
sched_mit_redwine,node168,16,64000,gpu:1,mixed,node168,centos7
sched_mit_redwine,node169,16,64000,gpu:1,mixed,node169,centos7
sched_mit_redwine,node170,16,64000,gpu:1,mixed,node170,centos7
sched_mit_redwine,node172,16,64000,gpu:1,mixed,node172,centos7
sched_mit_redwine,node173,16,64000,gpu:1,mixed,node173,centos7
sched_mit_redwine,node177,16,64000,gpu:1,mixed,node177,centos7
sched_mit_hill-gputest,node073,16,64000,gpu:1,mixed,node073,centos7
sched_17806,node124,16,64000,(null),drained,node124,centos7
sched_17806,node073,16,64000,gpu:1,mixed,node073,centos7
sched_17806,node113,16,64000,(null),mixed,node113,centos7
sched_17806,node114,16,64000,(null),mixed,node114,centos7
sched_17806,node116,16,64000,(null),mixed,node116,centos7
sched_17806,node117,16,64000,(null),mixed,node117,centos7
sched_17806,node122,16,64000,(null),mixed,node122,centos7
sched_17806,node125,16,64000,(null),mixed,node125,centos7
sched_17806,node126,16,64000,(null),mixed,node126,centos7
sched_17806,node131,16,64000,(null),mixed,node131,centos7
sched_17806,node133,16,64000,(null),mixed,node133,centos7
sched_17806,node135,16,64000,(null),mixed,node135,centos7
sched_17806,node136,16,64000,(null),mixed,node136,centos7
sched_17806,node137,16,64000,(null),mixed,node137,centos7
sched_17806,node139,16,64000,(null),mixed,node139,centos7
sched_17806,node143,16,64000,(null),mixed,node143,centos7
sched_17806,node144,16,64000,(null),mixed,node144,centos7
sched_17806,node146,16,64000,gpu:1,mixed,node146,centos7
sched_17806,node149,16,64000,gpu:1,mixed,node149,centos7
sched_17806,node152,16,64000,gpu:1,mixed,node152,centos7
sched_17806,node154,16,64000,gpu:1,mixed,node154,centos7
sched_17806,node156,16,64000,gpu:1,mixed,node156,centos7
sched_17806,node158,16,64000,gpu:1,mixed,node158,centos7
sched_17806,node159,16,64000,gpu:1,mixed,node159,centos7
sched_17806,node160,16,64000,gpu:1,mixed,node160,centos7
sched_17806,node161,16,64000,gpu:1,mixed,node161,centos7
sched_17806,node168,16,64000,gpu:1,mixed,node168,centos7
sched_17806,node169,16,64000,gpu:1,mixed,node169,centos7
sched_17806,node170,16,64000,gpu:1,mixed,node170,centos7
sched_17806,node172,16,64000,gpu:1,mixed,node172,centos7
sched_17806,node173,16,64000,gpu:1,mixed,node173,centos7
sched_17806,node177,16,64000,gpu:1,mixed,node177,centos7
sched_neu_cooperman,node124,16,64000,(null),drained,node124,centos7
sched_neu_cooperman,node073,16,64000,gpu:1,mixed,node073,centos7
sched_neu_cooperman,node113,16,64000,(null),mixed,node113,centos7
sched_neu_cooperman,node114,16,64000,(null),mixed,node114,centos7
sched_neu_cooperman,node116,16,64000,(null),mixed,node116,centos7
sched_neu_cooperman,node117,16,64000,(null),mixed,node117,centos7
sched_neu_cooperman,node122,16,64000,(null),mixed,node122,centos7
sched_neu_cooperman,node125,16,64000,(null),mixed,node125,centos7
sched_neu_cooperman,node126,16,64000,(null),mixed,node126,centos7
sched_neu_cooperman,node131,16,64000,(null),mixed,node131,centos7
sched_neu_cooperman,node133,16,64000,(null),mixed,node133,centos7
sched_neu_cooperman,node135,16,64000,(null),mixed,node135,centos7
sched_neu_cooperman,node136,16,64000,(null),mixed,node136,centos7
sched_neu_cooperman,node137,16,64000,(null),mixed,node137,centos7
sched_neu_cooperman,node139,16,64000,(null),mixed,node139,centos7
sched_neu_cooperman,node143,16,64000,(null),mixed,node143,centos7
sched_neu_cooperman,node144,16,64000,(null),mixed,node144,centos7
sched_neu_cooperman,node146,16,64000,gpu:1,mixed,node146,centos7
sched_neu_cooperman,node149,16,64000,gpu:1,mixed,node149,centos7
sched_neu_cooperman,node152,16,64000,gpu:1,mixed,node152,centos7
sched_neu_cooperman,node154,16,64000,gpu:1,mixed,node154,centos7
sched_neu_cooperman,node156,16,64000,gpu:1,mixed,node156,centos7
sched_neu_cooperman,node158,16,64000,gpu:1,mixed,node158,centos7
sched_neu_cooperman,node159,16,64000,gpu:1,mixed,node159,centos7
sched_neu_cooperman,node160,16,64000,gpu:1,mixed,node160,centos7
sched_neu_cooperman,node161,16,64000,gpu:1,mixed,node161,centos7
sched_neu_cooperman,node168,16,64000,gpu:1,mixed,node168,centos7
sched_neu_cooperman,node169,16,64000,gpu:1,mixed,node169,centos7
sched_neu_cooperman,node170,16,64000,gpu:1,mixed,node170,centos7
sched_neu_cooperman,node172,16,64000,gpu:1,mixed,node172,centos7
sched_neu_cooperman,node173,16,64000,gpu:1,mixed,node173,centos7
sched_neu_cooperman,node177,16,64000,gpu:1,mixed,node177,centos7
Sched_Umass_Shenoy,node124,16,64000,(null),drained,node124,centos7
Sched_Umass_Shenoy,node073,16,64000,gpu:1,mixed,node073,centos7
Sched_Umass_Shenoy,node113,16,64000,(null),mixed,node113,centos7
Sched_Umass_Shenoy,node114,16,64000,(null),mixed,node114,centos7
Sched_Umass_Shenoy,node116,16,64000,(null),mixed,node116,centos7
Sched_Umass_Shenoy,node117,16,64000,(null),mixed,node117,centos7
Sched_Umass_Shenoy,node122,16,64000,(null),mixed,node122,centos7
Sched_Umass_Shenoy,node125,16,64000,(null),mixed,node125,centos7
Sched_Umass_Shenoy,node126,16,64000,(null),mixed,node126,centos7
Sched_Umass_Shenoy,node131,16,64000,(null),mixed,node131,centos7
Sched_Umass_Shenoy,node133,16,64000,(null),mixed,node133,centos7
Sched_Umass_Shenoy,node135,16,64000,(null),mixed,node135,centos7
Sched_Umass_Shenoy,node136,16,64000,(null),mixed,node136,centos7
Sched_Umass_Shenoy,node137,16,64000,(null),mixed,node137,centos7
Sched_Umass_Shenoy,node139,16,64000,(null),mixed,node139,centos7
Sched_Umass_Shenoy,node143,16,64000,(null),mixed,node143,centos7
Sched_Umass_Shenoy,node144,16,64000,(null),mixed,node144,centos7
Sched_Umass_Shenoy,node146,16,64000,gpu:1,mixed,node146,centos7
Sched_Umass_Shenoy,node149,16,64000,gpu:1,mixed,node149,centos7
Sched_Umass_Shenoy,node152,16,64000,gpu:1,mixed,node152,centos7
Sched_Umass_Shenoy,node154,16,64000,gpu:1,mixed,node154,centos7
Sched_Umass_Shenoy,node156,16,64000,gpu:1,mixed,node156,centos7
Sched_Umass_Shenoy,node158,16,64000,gpu:1,mixed,node158,centos7
Sched_Umass_Shenoy,node159,16,64000,gpu:1,mixed,node159,centos7
Sched_Umass_Shenoy,node160,16,64000,gpu:1,mixed,node160,centos7
Sched_Umass_Shenoy,node161,16,64000,gpu:1,mixed,node161,centos7
Sched_Umass_Shenoy,node168,16,64000,gpu:1,mixed,node168,centos7
Sched_Umass_Shenoy,node169,16,64000,gpu:1,mixed,node169,centos7
Sched_Umass_Shenoy,node170,16,64000,gpu:1,mixed,node170,centos7
Sched_Umass_Shenoy,node172,16,64000,gpu:1,mixed,node172,centos7
Sched_Umass_Shenoy,node173,16,64000,gpu:1,mixed,node173,centos7
Sched_Umass_Shenoy,node177,16,64000,gpu:1,mixed,node177,centos7
sched_mit_wfrank,node423,24,257000,gpu:4,idle,node423,centos7
sched_mit_wfrank,node1231,40,191000,gpu:4,idle,node1231,centos7
newnodes,node391,20,63000,(null),down*,node391,centos7
newnodes,node129,16,64000,(null),mixed,node129,centos7
newnodes,node262,20,64000,(null),mixed,node262,centos7
newnodes,node276,20,64000,(null),mixed,node276,centos7
newnodes,node289,20,64000,(null),mixed,node289,centos7
newnodes,node339,48,1031000,(null),mixed,node339,centos7
newnodes,node390,20,63000,(null),mixed,node390,centos7
newnodes,node395,20,63000,(null),mixed,node395,centos7
newnodes,node119,16,64000,(null),allocated,node119,centos7
newnodes,node254,20,64000,(null),idle,node254,centos7
newnodes,node255,20,64000,(null),idle,node255,centos7
newnodes,node256,20,64000,(null),idle,node256,centos7
newnodes,node257,20,64000,(null),idle,node257,centos7
newnodes,node265,20,64000,(null),idle,node265,centos7
newnodes,node266,20,64000,(null),idle,node266,centos7
newnodes,node271,20,64000,(null),idle,node271,centos7
newnodes,node272,20,64000,(null),idle,node272,centos7
newnodes,node273,20,64000,(null),idle,node273,centos7
newnodes,node318,20,64000,(null),idle,node318,centos7
newnodes,node319,20,64000,(null),idle,node319,centos7
newnodes,node320,20,64000,(null),idle,node320,centos7
newnodes,node342,48,1031000,(null),idle,node342,centos7
newnodes,node392,20,63000,(null),idle,node392,centos7
newnodes,node424,24,515000,(null),idle,node424,centos7
newnodes,node425,24,515000,(null),idle,node425,centos7
sched_mit_sloan_interactive,node434,56,257000,(null),mixed,node434,centos7
